instance,total_tokens_title,total_tokens_content,total_words_title,total_words_content,total_filtered_words_title,total_filtered_words_content,count_exclamations_title,proportion_exclamations_title,count_exclamations_content,proportion_exclamations_content,count_question_title,proportion_question_title,count_question_content,proportion_question_content,count_allcaps_title,proportion_allcaps_title,count_allcaps_content,proportion_allcaps_content,count_contractions_title,proportion_contractions_title,count_contractions_content,proportion_contractions_content,count_words_in_title_in_content,proportion_words_in_title_in_content,sentiment_title,starts_with_number_title,starts_with_number_content,len_longest_word_content,starts_with_5W1H_content,starts_with_5W1H_title,number_of_proper_nouns_in_content,proportion_number_proper_nouns_in_content,proportion_of_stop_words_in_title,truth_mean,truth_median,truth_mode,label
961,7,1089,7,972,5,565,0,0.0,3,0.0027548209366391185,0,0.0,6,0.005509641873278237,0,0.0,12,0.012345679012345678,0,0.0,0,0.0,13,0.023008849557522124,0.0,0,0,22,0,0,94,0.09670781893004116,0.2857142857142857,0.73333335,0.6666667,1.0,1
962,9,68,9,58,9,46,0,0.0,0,0.0,0,0.0,1,0.014705882352941176,0,0.0,0,0.0,0,0.0,0,0.0,5,0.10869565217391304,0.5,0,0,12,0,0,18,0.3103448275862069,0.0,0.6666667,0.6666667,1.0,1
963,294,399,268,366,184,242,1,0.003401360544217687,0,0.0,0,0.0,0,0.0,11,0.041044776119402986,10,0.0273224043715847,1,0.0038022813688212928,0,0.0,42,0.17355371900826447,0.160650623885918,0,0,13,0,0,82,0.22404371584699453,0.1828358208955224,0.06666667,0.0,0.0,0
964,12,255,11,223,10,136,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.004484304932735426,0,0.0,3,0.013761467889908258,4,0.029411764705882353,-0.5,0,0,14,0,0,17,0.07623318385650224,0.09090909090909091,0.26666668,0.33333334,0.0,0
965,11,1331,9,1154,8,697,0,0.0,0,0.0,0,0.0,1,0.0007513148009015778,0,0.0,13,0.011265164644714038,0,0.0,13,0.01147396293027361,13,0.018651362984218076,0.0,0,0,14,0,0,128,0.11091854419410745,0.1111111111111111,0.13333334,0.0,0.0,0
966,10,406,10,370,10,233,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.01891891891891892,0,0.0,1,0.0028328611898017,3,0.012875536480686695,-0.2,0,0,15,0,0,44,0.11891891891891893,0.0,0.06666667,0.0,0.0,0
967,14,327,14,293,11,185,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.013651877133105802,0,0.0,0,0.0,18,0.0972972972972973,0.225,0,0,14,0,0,58,0.19795221843003413,0.21428571428571427,0.4,0.33333334,0.33333334,0
968,15,1385,15,1161,12,728,0,0.0,1,0.0007220216606498195,0,0.0,3,0.0021660649819494585,2,0.13333333333333333,27,0.023255813953488372,0,0.0,10,0.008857395925597875,62,0.08516483516483517,0.0,0,0,17,0,0,153,0.13178294573643412,0.2,0.53333336,0.33333334,0.33333334,0
969,15,1904,13,1721,10,1090,0,0.0,0,0.0,0,0.0,0,0.0,2,0.15384615384615385,12,0.006972690296339338,0,0.0,0,0.0,63,0.05779816513761468,0.0,0,0,17,0,0,348,0.2022080185938408,0.23076923076923078,0.26666668,0.0,0.0,0
970,7,75,7,68,5,41,0,0.0,0,0.0,0,0.0,1,0.013333333333333334,0,0.0,2,0.029411764705882353,0,0.0,0,0.0,4,0.0975609756097561,0.05,0,0,10,0,0,8,0.11764705882352941,0.2857142857142857,0.4,0.33333334,0.33333334,0
971,9,375,9,310,9,198,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,2,0.0064516129032258064,0,0.0,4,0.013071895424836602,1,0.005050505050505051,-0.25,0,0,13,0,0,29,0.0935483870967742,0.0,0.8666667,1.0,1.0,1
972,10,343,8,293,7,176,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.027303754266211604,0,0.0,4,0.014035087719298246,15,0.08522727272727272,-0.3277777777777778,0,0,13,0,0,29,0.09897610921501707,0.125,0.26666668,0.0,0.0,0
973,14,2526,14,2265,9,1349,0,0.0,0,0.0,0,0.0,4,0.001583531274742676,0,0.0,53,0.023399558498896248,0,0.0,0,0.0,63,0.04670126019273536,-0.09999999999999998,0,0,21,0,1,216,0.09536423841059603,0.35714285714285715,0.33333334,0.33333334,0.0,0
974,11,835,11,759,8,441,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,2,0.002635046113306983,0,0.0,0,0.0,31,0.07029478458049887,0.5,0,0,14,0,0,39,0.05138339920948617,0.2727272727272727,0.26666668,0.33333334,0.0,0
975,18,72,17,68,13,41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.029411764705882353,0,0.0,0,0.0,6,0.14634146341463414,0.3181818181818182,0,0,10,0,0,13,0.19117647058823528,0.17647058823529413,0.06666667,0.0,0.0,0
976,22,308,20,281,11,163,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.014234875444839857,0,0.0,0,0.0,29,0.17791411042944785,-0.8,0,0,14,0,0,35,0.12455516014234876,0.4,0.4,0.33333334,0.33333334,0
977,12,541,11,474,10,288,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.04219409282700422,0,0.0,2,0.004282655246252677,19,0.06597222222222222,0.0,0,0,16,0,0,70,0.14767932489451477,0.09090909090909091,0.0,0.0,0.0,0
978,16,458,16,422,11,261,0,0.0,0,0.0,0,0.0,0,0.0,2,0.125,5,0.011848341232227487,0,0.0,0,0.0,22,0.0842911877394636,-0.30000000000000004,0,0,13,0,0,44,0.10426540284360189,0.3125,0.26666668,0.0,0.0,0
979,7,70,7,64,6,46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.015625,0,0.0,0,0.0,2,0.043478260869565216,0.0,0,0,15,0,0,14,0.21875,0.14285714285714285,0.06666667,0.0,0.0,0
980,323,147,307,127,217,81,1,0.0030959752321981426,1,0.006802721088435374,0,0.0,0,0.0,11,0.035830618892508145,0,0.0,0,0.0,0,0.0,4,0.04938271604938271,0.14297785547785546,0,0,14,0,0,20,0.15748031496062992,0.18241042345276873,0.33333334,0.33333334,0.0,0
981,16,1105,16,976,11,590,0,0.0,0,0.0,0,0.0,4,0.0036199095022624436,0,0.0,22,0.022540983606557378,0,0.0,1,0.0011001100110011,56,0.09491525423728814,-0.04999999999999999,0,0,23,0,1,139,0.14241803278688525,0.3125,0.6666667,0.6666667,0.6666667,1
982,11,931,10,837,7,471,0,0.0,1,0.0010741138560687433,0,0.0,3,0.00322234156820623,0,0.0,2,0.0023894862604540022,0,0.0,18,0.02236024844720497,32,0.06794055201698514,0.0,0,0,23,0,0,26,0.03106332138590203,0.2,0.53333336,0.6666667,1.0,1
983,9,479,9,399,6,255,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.017543859649122806,0,0.0,4,0.010282776349614395,15,0.058823529411764705,0.0,0,0,14,0,0,47,0.11779448621553884,0.3333333333333333,0.46666667,0.6666667,0.6666667,1
984,11,255,11,238,8,148,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.025210084033613446,0,0.0,0,0.0,11,0.07432432432432433,-0.3068181818181818,0,0,13,0,0,28,0.11764705882352941,0.2727272727272727,0.2,0.33333334,0.33333334,0
985,15,600,14,534,10,336,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.003745318352059925,0,0.0,2,0.003766478342749529,47,0.13988095238095238,0.25,0,0,20,0,0,22,0.04119850187265917,0.2857142857142857,0.4,0.6666667,0.6666667,1
986,13,26,13,23,12,14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.21428571428571427,-0.4,0,0,8,0,0,5,0.21739130434782608,0.07692307692307693,0.53333336,0.33333334,0.33333334,0
987,12,287,11,263,10,160,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,6,0.022813688212927757,0,0.0,0,0.0,18,0.1125,0.16,0,0,14,0,0,27,0.10266159695817491,0.09090909090909091,0.26666668,0.33333334,0.0,0
988,329,517,311,435,227,271,1,0.00303951367781155,0,0.0,0,0.0,1,0.0019342359767891683,9,0.028938906752411574,19,0.04367816091954023,0,0.0,5,0.011627906976744186,32,0.11808118081180811,0.14297785547785546,0,0,15,0,0,61,0.14022988505747128,0.18006430868167203,0.33333334,0.33333334,0.33333334,0
989,10,1055,10,956,8,602,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.008368200836820083,0,0.0,1,0.0010570824524312897,34,0.05647840531561462,-0.2,0,0,15,0,0,117,0.12238493723849372,0.2,0.6666667,0.6666667,1.0,1
990,7,228,7,192,7,103,0,0.0,1,0.0043859649122807015,0,0.0,1,0.0043859649122807015,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.75,0,0,16,0,0,21,0.109375,0.0,0.93333334,1.0,1.0,1
991,11,749,11,682,8,412,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,19,0.02785923753665689,0,0.0,0,0.0,26,0.06310679611650485,0.0,0,0,15,0,0,86,0.12609970674486803,0.2727272727272727,0.2,0.0,0.0,0
992,4,337,4,304,4,182,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.01644736842105263,0,0.0,3,0.009933774834437087,11,0.06043956043956044,0.0,0,0,12,0,0,25,0.08223684210526316,0.0,0.4,0.33333334,0.33333334,0
993,12,313,11,269,10,177,0,0.0,0,0.0,0,0.0,0,0.0,2,0.18181818181818182,7,0.026022304832713755,0,0.0,0,0.0,11,0.062146892655367235,0.0,0,0,12,0,0,26,0.09665427509293681,0.09090909090909091,0.26666668,0.33333334,0.0,0
994,10,167,9,154,9,90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.1,0.0,0,0,17,0,0,13,0.08441558441558442,0.0,0.26666668,0.0,0.0,0
995,9,62,8,56,6,37,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,1,0.017857142857142856,0,0.0,0,0.0,2,0.05405405405405406,0.0,0,0,14,0,0,14,0.25,0.25,0.26666668,0.0,0.0,0
996,25,571,23,491,13,279,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.012219959266802444,1,0.045454545454545456,2,0.00408997955010225,22,0.07885304659498207,-0.19375,0,0,16,0,0,39,0.07942973523421588,0.43478260869565216,0.6,0.6666667,0.6666667,1
997,13,932,13,803,11,516,0,0.0,0,0.0,0,0.0,1,0.001072961373390558,0,0.0,8,0.009962640099626401,0,0.0,2,0.0025284450063211127,33,0.06395348837209303,0.0,0,0,14,0,0,112,0.13947696139476962,0.15384615384615385,0.26666668,0.33333334,0.0,0
998,11,309,11,255,11,180,0,0.0,1,0.003236245954692557,0,0.0,5,0.016181229773462782,1,0.09090909090909091,1,0.00392156862745098,0,0.0,2,0.008849557522123894,23,0.12777777777777777,0.13636363636363635,0,0,15,0,0,41,0.1607843137254902,0.0,0.4,0.33333334,0.33333334,0
999,12,683,11,591,9,372,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,15,0.025380710659898477,0,0.0,0,0.0,26,0.06989247311827956,-0.3,0,0,16,0,0,83,0.1404399323181049,0.18181818181818182,0.26666668,0.0,0.0,0
1000,12,443,12,394,6,245,0,0.0,0,0.0,0,0.0,1,0.002257336343115124,1,0.08333333333333333,11,0.027918781725888325,0,0.0,5,0.013550135501355014,2,0.00816326530612245,0.0,0,0,15,0,0,18,0.04568527918781726,0.5,0.26666668,0.0,0.0,0
1001,12,326,12,283,10,178,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.024734982332155476,0,0.0,2,0.007168458781362007,4,0.02247191011235955,0.0,0,0,13,0,0,48,0.1696113074204947,0.08333333333333333,0.33333334,0.33333334,0.33333334,0
1002,9,1266,8,1115,8,657,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,10,0.008968609865470852,0,0.0,9,0.008249312557286892,7,0.0106544901065449,0.0,0,0,28,0,0,52,0.04663677130044843,0.0,0.73333335,1.0,1.0,1
1003,22,384,21,354,13,215,0,0.0,0,0.0,0,0.0,0,0.0,1,0.047619047619047616,5,0.014124293785310734,0,0.0,1,0.002840909090909091,28,0.13023255813953488,0.5,0,0,12,0,0,17,0.0480225988700565,0.38095238095238093,0.4,0.33333334,0.0,0
1004,12,151,12,132,12,80,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.015384615384615385,2,0.025,0.08333333333333334,0,0,12,0,0,12,0.09090909090909091,0.0,0.46666667,0.33333334,0.33333334,0
1005,13,85,13,81,11,50,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.012345679012345678,0,0.0,0,0.0,0,0.0,-0.03333333333333333,0,0,15,0,0,17,0.20987654320987653,0.15384615384615385,0.0,0.0,0.0,0
1006,12,85,12,77,10,47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.012987012987012988,0,0.0,0,0.0,0,0.0,0.1,0,0,13,0,0,12,0.15584415584415584,0.16666666666666666,0.0,0.0,0.0,0
1007,16,452,16,390,16,258,0,0.0,2,0.004424778761061947,0,0.0,2,0.004424778761061947,0,0.0,16,0.041025641025641026,0,0.0,6,0.015915119363395226,5,0.01937984496124031,0.17222222222222222,0,0,17,0,0,49,0.12564102564102564,0.0,0.26666668,0.0,0.0,0
1008,14,862,13,777,8,477,0,0.0,0,0.0,0,0.0,1,0.001160092807424594,1,0.07692307692307693,4,0.005148005148005148,0,0.0,0,0.0,11,0.023060796645702306,0.0,0,0,18,0,1,92,0.11840411840411841,0.23076923076923078,0.6666667,0.6666667,0.6666667,1
1009,14,64,14,53,14,40,0,0.0,3,0.046875,0,0.0,0,0.0,1,0.07142857142857142,11,0.20754716981132076,0,0.0,0,0.0,4,0.1,0.0,0,0,11,0,0,27,0.5094339622641509,0.0,0.46666667,0.33333334,0.0,0
1010,14,1480,14,1335,11,784,0,0.0,0,0.0,0,0.0,1,0.0006756756756756757,0,0.0,8,0.00599250936329588,0,0.0,0,0.0,27,0.03443877551020408,0.0,0,0,21,0,0,120,0.0898876404494382,0.21428571428571427,0.13333334,0.0,0.0,0
1011,326,402,308,355,225,213,1,0.003067484662576687,3,0.007462686567164179,0,0.0,5,0.012437810945273632,8,0.025974025974025976,13,0.036619718309859155,0,0.0,0,0.0,16,0.07511737089201878,0.14776515151515152,0,0,15,0,0,56,0.15774647887323945,0.17857142857142858,0.6666667,1.0,1.0,1
1012,11,114,11,99,11,68,0,0.0,1,0.008771929824561403,0,0.0,2,0.017543859649122806,0,0.0,2,0.020202020202020204,0,0.0,0,0.0,5,0.07352941176470588,-0.125,0,0,10,0,0,25,0.25252525252525254,0.0,0.06666667,0.0,0.0,0
1013,329,517,311,435,227,271,1,0.00303951367781155,0,0.0,0,0.0,1,0.0019342359767891683,9,0.028938906752411574,19,0.04367816091954023,0,0.0,5,0.011627906976744186,32,0.11808118081180811,0.14297785547785546,0,0,15,0,0,61,0.14022988505747128,0.18006430868167203,0.26666668,0.33333334,0.0,0
1014,12,106,11,95,9,58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.021052631578947368,0,0.0,0,0.0,4,0.06896551724137931,-0.15,0,0,11,0,0,10,0.10526315789473684,0.18181818181818182,0.46666667,0.6666667,0.6666667,1
1015,10,921,9,799,8,454,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.007509386733416771,0,0.0,4,0.005063291139240506,12,0.02643171806167401,0.8,0,0,13,0,0,72,0.09011264080100125,0.1111111111111111,0.6666667,0.6666667,1.0,1
1016,20,492,18,453,12,275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.002207505518763797,0,0.0,0,0.0,19,0.06909090909090909,0.5,0,0,13,0,0,28,0.06181015452538632,0.3333333333333333,0.8,1.0,1.0,1
1017,10,704,10,609,9,392,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0049261083743842365,0,0.0,1,0.001652892561983471,14,0.03571428571428571,-0.1,0,0,16,0,0,80,0.13136288998357964,0.1,0.13333334,0.0,0.0,0
1018,10,1153,9,1046,8,599,0,0.0,2,0.0017346053772766695,0,0.0,0,0.0,0,0.0,4,0.0038240917782026767,0,0.0,0,0.0,45,0.07512520868113523,0.2,0,0,18,0,0,100,0.09560229445506692,0.1111111111111111,0.26666668,0.33333334,0.33333334,0
1019,12,344,11,311,8,186,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,7,0.022508038585209004,0,0.0,0,0.0,26,0.13978494623655913,-0.17916666666666667,0,0,14,0,0,42,0.13504823151125403,0.2727272727272727,0.06666667,0.0,0.0,0
1020,14,1877,13,1695,7,999,0,0.0,1,0.0005327650506126798,0,0.0,3,0.0015982951518380393,0,0.0,33,0.019469026548672566,0,0.0,0,0.0,27,0.02702702702702703,0.4166666666666667,0,0,15,0,0,164,0.0967551622418879,0.46153846153846156,0.6,0.6666667,0.6666667,1
1021,8,1112,8,1021,7,603,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0039177277179236044,0,0.0,0,0.0,17,0.028192371475953566,0.0,0,0,14,0,0,79,0.07737512242899118,0.125,0.33333334,0.33333334,0.0,0
1022,10,1050,10,974,8,554,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.018480492813141684,0,0.0,3,0.0033076074972436605,18,0.032490974729241874,0.0,0,0,14,0,0,137,0.1406570841889117,0.2,0.53333336,0.6666667,1.0,1
1023,15,987,13,900,12,564,0,0.0,0,0.0,0,0.0,2,0.002026342451874367,1,0.07692307692307693,1,0.0011111111111111111,0,0.0,0,0.0,3,0.005319148936170213,0.2,0,0,16,0,0,92,0.10222222222222223,0.0,0.53333336,0.6666667,0.6666667,1
1024,301,197,276,167,186,100,1,0.0033222591362126247,0,0.0,0,0.0,0,0.0,13,0.04710144927536232,6,0.03592814371257485,2,0.007462686567164179,0,0.0,26,0.26,0.267003367003367,0,0,12,0,0,34,0.20359281437125748,0.18840579710144928,0.33333334,0.33333334,0.33333334,0
1025,14,832,13,691,13,467,0,0.0,0,0.0,0,0.0,2,0.002403846153846154,1,0.07692307692307693,2,0.002894356005788712,0,0.0,3,0.004347826086956522,18,0.03854389721627409,-0.35,0,0,17,0,0,100,0.1447178002894356,0.0,0.93333334,1.0,1.0,1
1026,8,937,8,826,6,487,0,0.0,0,0.0,0,0.0,2,0.0021344717182497333,0,0.0,2,0.002421307506053269,0,0.0,1,0.0012239902080783353,6,0.012320328542094456,0.43333333333333335,0,0,15,0,0,54,0.06537530266343826,0.25,0.53333336,0.6666667,0.6666667,1
1027,15,845,13,766,11,455,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0026109660574412533,0,0.0,0,0.0,16,0.035164835164835165,0.0,0,0,16,0,0,91,0.11879895561357702,0.15384615384615385,0.2,0.0,0.0,0
1028,11,465,11,403,9,260,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,15,0.03722084367245657,0,0.0,1,0.0025188916876574307,17,0.06538461538461539,0.1,0,0,17,0,0,60,0.1488833746898263,0.18181818181818182,0.0,0.0,0.0,0
1029,7,183,7,151,7,103,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.013245033112582781,0,0.0,0,0.0,8,0.07766990291262135,0.0,0,0,17,0,0,26,0.17218543046357615,0.0,0.13333334,0.0,0.0,0
1030,14,1140,13,1055,10,640,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.004739336492890996,0,0.0,0,0.0,42,0.065625,0.0,0,0,15,0,0,117,0.11090047393364928,0.23076923076923078,0.4,0.33333334,0.0,0
1031,280,455,255,426,176,252,1,0.0035714285714285713,0,0.0,0,0.0,0,0.0,9,0.03529411764705882,1,0.002347417840375587,1,0.004,0,0.0,23,0.09126984126984126,0.22186147186147184,0,0,13,0,0,61,0.1431924882629108,0.18823529411764706,0.2,0.0,0.0,0
1032,13,1432,12,1238,10,715,0,0.0,0,0.0,0,0.0,3,0.002094972067039106,0,0.0,25,0.020193861066235864,0,0.0,18,0.01486374896779521,55,0.07692307692307693,0.0,0,0,14,0,0,89,0.07189014539579967,0.16666666666666666,0.26666668,0.33333334,0.0,0
1033,9,92,8,83,7,51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.012048192771084338,0,0.0,1,0.012345679012345678,3,0.058823529411764705,0.0,0,0,14,0,0,16,0.1927710843373494,0.0,0.6666667,0.6666667,0.6666667,1
1034,15,268,13,233,10,154,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.03862660944206009,1,0.09090909090909091,2,0.009389671361502348,12,0.07792207792207792,0.0,0,0,11,0,0,25,0.1072961373390558,0.23076923076923078,0.2,0.33333334,0.33333334,0
1035,11,564,11,485,11,320,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,11,0.02268041237113402,0,0.0,0,0.0,14,0.04375,-0.2,0,0,16,0,0,82,0.16907216494845362,0.0,0.13333334,0.0,0.0,0
1036,10,119,10,107,7,68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.009345794392523364,0,0.0,0,0.0,10,0.14705882352941177,0.38,0,0,12,0,0,13,0.12149532710280374,0.3,0.13333334,0.0,0.0,0
1037,11,891,11,777,8,486,0,0.0,1,0.001122334455667789,0,0.0,1,0.001122334455667789,0,0.0,8,0.010296010296010296,0,0.0,2,0.002607561929595828,8,0.01646090534979424,0.0,0,0,17,0,0,87,0.11196911196911197,0.2727272727272727,0.4,0.33333334,0.33333334,0
1038,30,1278,27,1168,17,737,0,0.0,0,0.0,0,0.0,0,0.0,2,0.07407407407407407,8,0.00684931506849315,0,0.0,2,0.001725625539257981,24,0.032564450474898234,0.0,1,1,17,0,0,145,0.12414383561643835,0.37037037037037035,0.46666667,0.33333334,0.33333334,0
1039,13,913,12,809,10,507,0,0.0,1,0.001095290251916758,0,0.0,0,0.0,1,0.08333333333333333,22,0.027194066749072928,0,0.0,3,0.0037926675094816687,16,0.03155818540433925,0.0,0,0,13,1,0,110,0.13597033374536466,0.16666666666666666,0.6,0.6666667,0.6666667,1
1040,11,2511,10,2224,8,1396,0,0.0,7,0.0027877339705296694,0,0.0,5,0.001991238550378335,0,0.0,76,0.0341726618705036,0,0.0,0,0.0,34,0.024355300859598854,0.0,0,0,14,0,0,283,0.12724820143884893,0.2,0.2,0.0,0.0,0
1041,18,1041,17,940,10,568,0,0.0,0,0.0,0,0.0,1,0.0009606147934678194,0,0.0,5,0.005319148936170213,0,0.0,0,0.0,36,0.06338028169014084,0.0,0,0,14,0,0,118,0.125531914893617,0.4117647058823529,0.26666668,0.0,0.0,0
1042,10,58,9,52,6,33,0,0.0,1,0.017241379310344827,0,0.0,0,0.0,0,0.0,1,0.019230769230769232,0,0.0,0,0.0,2,0.06060606060606061,0.0,0,0,12,0,0,15,0.28846153846153844,0.2222222222222222,0.33333334,0.33333334,0.0,0
1043,13,810,11,738,9,428,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.008130081300813009,0,0.0,1,0.0014044943820224719,8,0.018691588785046728,-0.4,0,0,17,0,0,99,0.13414634146341464,0.18181818181818182,0.6,0.6666667,1.0,1
1044,11,1992,9,1742,8,1010,0,0.0,1,0.000502008032128514,1,0.09090909090909091,0,0.0,0,0.0,61,0.03501722158438576,0,0.0,10,0.005824111822947,45,0.04455445544554455,0.0,0,0,15,0,0,119,0.06831228473019518,0.1111111111111111,0.46666667,0.33333334,0.33333334,0
1045,10,801,10,710,7,419,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,23,0.0323943661971831,0,0.0,1,0.0014124293785310734,35,0.08353221957040573,0.13636363636363635,0,0,13,0,0,60,0.08450704225352113,0.3,0.6666667,0.6666667,1.0,1
1046,332,540,314,491,223,300,1,0.0030120481927710845,0,0.0,0,0.0,0,0.0,11,0.03503184713375796,6,0.012219959266802444,0,0.0,0,0.0,28,0.09333333333333334,0.15805274971941638,0,0,14,0,0,41,0.0835030549898167,0.18471337579617833,0.4,0.33333334,0.0,0
1047,292,777,264,674,182,432,1,0.003424657534246575,0,0.0,0,0.0,0,0.0,11,0.041666666666666664,33,0.04896142433234421,1,0.003861003861003861,1,0.0015015015015015015,47,0.1087962962962963,0.2447811447811448,0,0,14,0,0,54,0.08011869436201781,0.17424242424242425,0.4,0.33333334,0.33333334,0
1048,12,283,12,256,10,149,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0078125,0,0.0,0,0.0,8,0.053691275167785234,0.0,0,0,18,0,0,10,0.0390625,0.16666666666666666,0.6666667,0.6666667,1.0,1
1049,265,135,247,119,176,68,1,0.0037735849056603774,0,0.0,1,0.0037735849056603774,0,0.0,6,0.024291497975708502,3,0.025210084033613446,0,0.0,1,0.008264462809917356,6,0.08823529411764706,0.09059163059163058,0,0,12,0,0,22,0.18487394957983194,0.17813765182186234,0.4,0.33333334,0.0,0
1050,18,906,17,800,9,495,0,0.0,0,0.0,0,0.0,1,0.0011037527593818985,0,0.0,6,0.0075,0,0.0,3,0.0038314176245210726,23,0.046464646464646465,0.3,0,0,15,0,0,83,0.10375,0.35294117647058826,0.26666668,0.0,0.0,0
1051,10,32,9,30,7,16,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,2,0.125,0.0,0,0,11,0,0,3,0.1,0.2222222222222222,0.46666667,0.33333334,0.33333334,0
1052,4,158,3,140,3,96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.041666666666666664,0.0,0,0,11,1,0,21,0.15,0.0,0.2,0.0,0.0,0
1053,11,560,11,505,9,323,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.011881188118811881,0,0.0,0,0.0,13,0.04024767801857585,-0.05,0,0,13,0,0,99,0.19603960396039605,0.18181818181818182,0.46666667,0.6666667,0.6666667,1
1054,6,427,4,379,3,245,1,0.16666666666666666,0,0.0,0,0.0,1,0.00234192037470726,0,0.0,10,0.026385224274406333,0,0.0,1,0.002857142857142857,2,0.00816326530612245,0.0,0,0,13,0,0,65,0.17150395778364116,0.25,0.13333334,0.0,0.0,0
1055,13,475,13,416,11,275,0,0.0,1,0.002105263157894737,0,0.0,2,0.004210526315789474,1,0.07692307692307693,5,0.01201923076923077,0,0.0,2,0.005037783375314861,10,0.03636363636363636,-0.4,0,0,13,0,0,78,0.1875,0.15384615384615385,0.33333334,0.33333334,0.33333334,0
1056,19,279,18,257,14,159,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.019455252918287938,0,0.0,0,0.0,28,0.1761006289308176,0.0,0,0,13,0,0,25,0.09727626459143969,0.2222222222222222,0.13333334,0.0,0.0,0
1057,10,63,10,59,9,38,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,3,0.05084745762711865,0,0.0,0,0.0,3,0.07894736842105263,0.0,0,0,16,0,0,14,0.23728813559322035,0.1,0.13333334,0.0,0.0,0
1058,12,1541,10,1317,9,747,0,0.0,0,0.0,0,0.0,2,0.0012978585334198572,0,0.0,22,0.016704631738800303,0,0.0,14,0.010852713178294573,34,0.04551539491298527,0.0,0,0,16,0,0,91,0.06909643128321943,0.1,0.13333334,0.0,0.0,0
1059,14,232,14,193,14,128,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07142857142857142,2,0.010362694300518135,0,0.0,1,0.00558659217877095,1,0.0078125,-0.3666666666666667,0,0,17,0,0,47,0.24352331606217617,0.0,0.6,0.6666667,1.0,1
1060,15,93,15,79,14,48,0,0.0,0,0.0,0,0.0,2,0.021505376344086023,0,0.0,1,0.012658227848101266,0,0.0,0,0.0,2,0.041666666666666664,0.0,0,0,8,0,0,14,0.17721518987341772,0.06666666666666667,0.2,0.0,0.0,0
