instance,total_tokens_title,total_tokens_content,total_words_title,total_words_content,total_filtered_words_title,total_filtered_words_content,count_exclamations_title,proportion_exclamations_title,count_exclamations_content,proportion_exclamations_content,count_question_title,proportion_question_title,count_question_content,proportion_question_content,count_allcaps_title,proportion_allcaps_title,count_allcaps_content,proportion_allcaps_content,count_contractions_title,proportion_contractions_title,count_contractions_content,proportion_contractions_content,count_words_in_title_in_content,proportion_words_in_title_in_content,sentiment_title,starts_with_number_title,starts_with_number_content,len_longest_word_content,starts_with_5W1H_content,starts_with_5W1H_title,number_of_proper_nouns_in_content,proportion_number_proper_nouns_in_content,truth_mean,truth_median,truth_mode,label
735,15,296,14,262,11,172,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.011450381679389313,0,0.0,0,0.0,9,0.05232558139534884,-0.05,0,0,13,0,0,27,0.10305343511450382,0.13333333332,0.0,0.0,0
736,11,2640,10,2333,6,1377,0,0.0,0,0.0,0,0.0,2,0.0007575757575757576,0,0.0,14,0.006000857265323617,0,0.0,0,0.0,41,0.029774872912127815,0.0,0,0,15,0,0,168,0.07201028718388341,0.53333333332,0.3333333333,0.3333333333,0
737,7,5,6,4,6,4,0,0.0,0,0.0,0,0.0,1,0.2,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0.13636363636363635,0,0,8,0,0,2,0.5,0.26666666664,0.0,0.0,0
738,14,201,14,184,12,111,0,0.0,0,0.0,0,0.0,0,0.0,2,0.14285714285714285,3,0.016304347826086956,0,0.0,0,0.0,24,0.21621621621621623,0.0,0,0,13,0,0,27,0.14673913043478262,0.06666666666,0.0,0.0,0
739,12,185,10,160,8,103,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.04375,0,0.0,0,0.0,7,0.06796116504854369,-0.15454545454545454,0,0,15,0,0,21,0.13125,0.26666666664,0.0,0.0,0
740,17,864,16,794,13,500,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0625,2,0.0025188916876574307,0,0.0,0,0.0,22,0.044,0.0,0,0,14,0,0,132,0.16624685138539042,0.79999999998,1.0,1.0,1
741,7,716,7,643,7,355,0,0.0,1,0.0013966480446927375,0,0.0,14,0.019553072625698324,0,0.0,5,0.007776049766718507,0,0.0,0,0.0,10,0.028169014084507043,0.0,0,0,22,0,0,87,0.13530326594090203,0.13333333332,0.0,0.0,0
742,13,147,13,133,12,89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.015037593984962405,0,0.0,0,0.0,8,0.0898876404494382,-0.10833333333333335,0,0,13,0,0,19,0.14285714285714285,0.26666666666,0.0,0.0,0
743,14,218,13,195,11,121,0,0.0,0,0.0,0,0.0,0,0.0,2,0.15384615384615385,2,0.010256410256410256,1,0.08333333333333333,0,0.0,11,0.09090909090909091,0.0,0,0,13,0,0,27,0.13846153846153847,0.13333333332,0.0,0.0,0
744,12,437,11,394,10,245,0,0.0,0,0.0,0,0.0,1,0.002288329519450801,0,0.0,1,0.0025380710659898475,0,0.0,2,0.005141388174807198,29,0.11836734693877551,0.0,0,0,14,0,0,65,0.1649746192893401,0.0,0.0,0.0,0
745,12,93,12,85,12,57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.023529411764705882,0,0.0,0,0.0,0,0.0,0.06818181818181818,0,0,16,0,0,15,0.17647058823529413,0.19999999997999998,0.3333333333,0.3333333333,0
746,41,927,37,811,22,484,0,0.0,0,0.0,0,0.0,1,0.0010787486515641855,0,0.0,3,0.0036991368680641184,1,0.02631578947368421,2,0.002484472049689441,49,0.1012396694214876,-0.20333333333333337,0,0,11,0,0,114,0.1405672009864365,0.46666666661999995,0.6666666666,0.6666666666,1
747,9,391,9,358,7,223,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.002793296089385475,0,0.0,0,0.0,16,0.07174887892376682,-0.3,0,0,16,0,0,34,0.09497206703910614,0.06666666666,0.0,0.0,0
748,9,539,9,473,7,294,0,0.0,0,0.0,0,0.0,3,0.0055658627087198514,0,0.0,13,0.02748414376321353,0,0.0,7,0.015250544662309368,33,0.11224489795918367,0.5,0,0,19,0,0,36,0.07610993657505286,0.59999999998,0.6666666666,1.0,1
749,14,998,13,885,10,664,0,0.0,0,0.0,0,0.0,1,0.001002004008016032,0,0.0,13,0.014689265536723164,0,0.0,3,0.0034562211981566822,29,0.043674698795180725,0.13636363636363635,0,0,14,0,0,217,0.24519774011299436,0.13333333332,0.0,0.0,0
750,8,982,8,863,6,545,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.009269988412514484,0,0.0,4,0.004678362573099415,12,0.022018348623853212,0.0,0,0,16,0,0,101,0.11703360370799537,0.0,0.0,0.0,0
751,7,5,6,4,6,4,0,0.0,0,0.0,0,0.0,1,0.2,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0.13636363636363635,0,0,8,0,0,2,0.5,0.2,0.0,0.0,0
752,11,734,10,672,10,445,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37,0.05505952380952381,0,0.0,3,0.004531722054380665,1,0.0022471910112359553,0.0,0,0,15,0,0,78,0.11607142857142858,0.59999999996,0.6666666666,0.6666666666,1
753,13,1076,13,974,8,618,0,0.0,2,0.0018587360594795538,0,0.0,1,0.0009293680297397769,0,0.0,12,0.012320328542094456,0,0.0,0,0.0,49,0.07928802588996764,0.6,0,0,18,0,0,168,0.17248459958932238,0.06666666666,0.0,0.0,0
754,12,241,10,214,8,119,0,0.0,0,0.0,0,0.0,1,0.004149377593360996,0,0.0,2,0.009345794392523364,0,0.0,0,0.0,10,0.08403361344537816,0.5,0,0,17,0,0,19,0.08878504672897196,0.26666666664,0.0,0.0,0
755,7,5,6,4,6,4,0,0.0,0,0.0,0,0.0,1,0.2,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0.13636363636363635,0,0,8,0,0,2,0.5,0.19999999997999998,0.0,0.0,0
756,12,533,12,481,10,325,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.037422037422037424,0,0.0,0,0.0,17,0.052307692307692305,-0.5375,0,0,14,0,0,74,0.15384615384615385,0.26666666666,0.0,0.0,0
757,31,197,31,175,14,113,0,0.0,0,0.0,0,0.0,2,0.01015228426395939,0,0.0,1,0.005714285714285714,0,0.0,0,0.0,2,0.017699115044247787,0.3214285714285714,0,0,28,0,0,24,0.13714285714285715,0.39999999995999996,0.3333333333,0.3333333333,0
758,17,307,17,272,16,184,0,0.0,0,0.0,0,0.0,5,0.016286644951140065,5,0.29411764705882354,58,0.21323529411764705,0,0.0,0,0.0,17,0.09239130434782608,0.0,0,0,14,0,0,71,0.2610294117647059,0.46666666664,0.6666666666,0.6666666666,1
759,10,319,9,286,8,181,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.013986013986013986,0,0.0,0,0.0,11,0.06077348066298342,0.0,0,0,18,0,0,35,0.12237762237762238,0.06666666666,0.0,0.0,0
760,5,2565,5,2283,4,1440,0,0.0,0,0.0,0,0.0,2,0.0007797270955165692,0,0.0,50,0.021901007446342532,0,0.0,0,0.0,5,0.003472222222222222,0.0,0,0,15,0,0,261,0.11432325886990802,0.46666666664,0.3333333333,0.3333333333,0
761,12,1171,10,1026,9,619,0,0.0,0,0.0,0,0.0,1,0.0008539709649871904,0,0.0,17,0.016569200779727095,0,0.0,11,0.010956175298804782,23,0.03715670436187399,-0.4,0,0,15,0,0,89,0.08674463937621832,0.2,0.0,0.0,0
762,7,1291,6,1164,5,719,0,0.0,0,0.0,0,0.0,5,0.0038729666924864447,0,0.0,9,0.007731958762886598,0,0.0,0,0.0,13,0.01808066759388039,0.0,0,0,17,0,0,208,0.17869415807560138,0.53333333332,0.6666666666,1.0,1
763,13,1107,12,1002,9,638,0,0.0,0,0.0,0,0.0,2,0.0018066847335140017,0,0.0,4,0.003992015968063872,0,0.0,2,0.002176278563656148,73,0.11442006269592477,0.0,0,0,19,0,0,174,0.17365269461077845,0.26666666664,0.0,0.0,0
764,10,44,9,39,8,29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.1724137931034483,0.06818181818181818,0,0,11,0,0,7,0.1794871794871795,0.26666666664,0.0,0.0,0
765,15,828,15,736,13,452,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,11,0.014945652173913044,0,0.0,1,0.001366120218579235,31,0.06858407079646017,0.15625,0,0,15,0,0,125,0.16983695652173914,0.06666666666,0.0,0.0,0
766,8,488,8,439,8,291,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.03189066059225513,0,0.0,0,0.0,12,0.041237113402061855,0.0,0,0,16,0,0,101,0.23006833712984054,0.8,1.0,1.0,1
767,10,619,9,565,9,360,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0017699115044247787,0,0.0,8,0.014492753623188406,1,0.002777777777777778,0.1,0,0,19,0,0,69,0.12212389380530973,0.06666666666,0.0,0.0,0
768,9,156,8,141,6,92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.014184397163120567,0,0.0,0,0.0,7,0.07608695652173914,0.0,0,0,13,0,0,26,0.18439716312056736,0.06666666666,0.0,0.0,0
769,15,967,15,780,10,556,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,7,0.008974358974358974,0,0.0,0,0.0,16,0.02877697841726619,-0.033333333333333326,1,1,24,0,0,237,0.3038461538461538,0.46666666664,0.3333333333,0.3333333333,0
770,15,452,13,406,10,262,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0024630541871921183,0,0.0,6,0.015113350125944584,38,0.1450381679389313,0.0,0,0,13,0,0,75,0.18472906403940886,0.19999999997999998,0.3333333333,0.3333333333,0
771,5,221,5,209,5,135,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.019138755980861243,0,0.0,0,0.0,16,0.11851851851851852,0.6,0,0,13,0,0,45,0.215311004784689,0.19999999997999998,0.0,0.0,0
772,13,1076,12,937,9,588,0,0.0,0,0.0,0,0.0,4,0.0037174721189591076,0,0.0,18,0.0192102454642476,0,0.0,13,0.014412416851441241,57,0.09693877551020408,0.0,0,0,16,0,0,118,0.12593383137673425,0.46666666666,0.3333333333,0.0,0
773,9,809,9,753,7,475,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.00796812749003984,0,0.0,0,0.0,40,0.08421052631578947,0.0,0,0,18,0,0,88,0.11686586985391766,0.46666666664,0.3333333333,0.3333333333,0
774,20,909,19,819,13,530,0,0.0,1,0.0011001100110011,0,0.0,2,0.0022002200220022,1,0.05263157894736842,21,0.02564102564102564,0,0.0,0,0.0,71,0.1339622641509434,0.0,0,0,17,0,0,156,0.19047619047619047,0.13333333332,0.0,0.0,0
775,9,663,9,603,8,361,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,6,0.009950248756218905,0,0.0,3,0.005050505050505051,30,0.08310249307479224,0.0,0,0,13,0,0,89,0.14759535655058043,0.26666666666,0.0,0.0,0
776,10,716,9,644,8,397,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.013975155279503106,0,0.0,9,0.01437699680511182,2,0.005037783375314861,0.0,0,0,13,0,0,58,0.09006211180124224,0.39999999995999996,0.3333333333,0.3333333333,0
777,9,99,9,91,6,57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.14035087719298245,0.0,0,0,14,0,0,4,0.04395604395604396,0.7999999999599999,0.6666666666,0.6666666666,1
778,8,376,8,334,7,226,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.029940119760479042,0,0.0,0,0.0,2,0.008849557522123894,-0.3125,0,0,17,0,0,40,0.11976047904191617,0.2,0.0,0.0,0
779,14,458,12,413,12,256,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,2,0.004842615012106538,0,0.0,0,0.0,17,0.06640625,0.35000000000000003,0,0,17,0,0,65,0.15738498789346247,0.13333333332,0.0,0.0,0
780,14,210,14,180,9,114,0,0.0,1,0.004761904761904762,0,0.0,0,0.0,0,0.0,3,0.016666666666666666,0,0.0,2,0.011428571428571429,19,0.16666666666666666,0.1,0,0,18,0,0,21,0.11666666666666667,0.19999999997999998,0.0,0.0,0
781,20,427,17,382,13,238,0,0.0,1,0.00234192037470726,0,0.0,3,0.00702576112412178,1,0.058823529411764705,3,0.007853403141361256,0,0.0,0,0.0,54,0.226890756302521,0.0,0,0,17,0,0,93,0.24345549738219896,0.26666666666,0.0,0.0,0
782,9,19,9,16,9,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,0.0,0,0,9,0,0,0,0.0,0.59999999996,0.6666666666,0.6666666666,1
783,16,518,14,451,14,267,0,0.0,1,0.0019305019305019305,0,0.0,0,0.0,1,0.07142857142857142,4,0.008869179600886918,0,0.0,0,0.0,29,0.10861423220973783,0.0,0,0,17,0,0,51,0.1130820399113082,0.13333333332,0.0,0.0,0
784,10,500,10,436,6,297,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.027522935779816515,0,0.0,1,0.002336448598130841,4,0.013468013468013467,0.0,0,0,13,0,0,76,0.1743119266055046,0.73333333332,1.0,1.0,1
785,13,84,12,78,12,43,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,1,0.023255813953488372,-0.05,0,0,12,0,0,13,0.16666666666666666,0.39999999997999997,0.3333333333,0.0,0
786,13,560,12,489,9,305,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.002044989775051125,0,0.0,1,0.002070393374741201,31,0.10163934426229508,0.06666666666666667,0,0,21,0,0,41,0.08384458077709611,0.26666666666,0.0,0.0,0
787,14,746,13,674,12,430,0,0.0,0,0.0,0,0.0,2,0.002680965147453083,0,0.0,8,0.011869436201780416,0,0.0,3,0.004491017964071856,10,0.023255813953488372,0.5,0,0,15,0,0,45,0.06676557863501484,0.39999999995999996,0.6666666666,0.6666666666,1
788,15,179,13,153,13,91,1,0.06666666666666667,10,0.055865921787709494,0,0.0,1,0.00558659217877095,0,0.0,1,0.006535947712418301,0,0.0,2,0.013513513513513514,21,0.23076923076923078,1.0,0,0,15,0,0,30,0.19607843137254902,0.26666666664,0.0,0.0,0
789,16,238,14,218,14,131,1,0.0625,0,0.0,0,0.0,0,0.0,1,0.07142857142857142,2,0.009174311926605505,0,0.0,1,0.004784688995215311,8,0.061068702290076333,-0.25,0,0,14,0,0,32,0.14678899082568808,0.33333333332,0.0,0.0,0
790,11,497,10,422,9,257,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.030805687203791468,0,0.0,14,0.034912718204488775,22,0.08560311284046693,0.0,0,0,11,0,0,55,0.13033175355450238,0.0,0.0,0.0,0
791,14,966,13,873,12,514,0,0.0,0,0.0,0,0.0,0,0.0,2,0.15384615384615385,17,0.019473081328751432,0,0.0,0,0.0,34,0.06614785992217899,0.0,0,0,14,0,0,107,0.12256586483390607,0.0,0.0,0.0,0
792,19,69,16,53,16,43,1,0.05263157894736842,5,0.07246376811594203,0,0.0,0,0.0,1,0.0625,4,0.07547169811320754,0,0.0,0,0.0,6,0.13953488372093023,0.4,0,0,13,0,0,25,0.4716981132075472,0.5333333333,0.6666666666,0.6666666666,1
793,17,1529,17,1385,14,869,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.005054151624548736,0,0.0,0,0.0,43,0.04948216340621404,0.85,0,0,23,0,0,171,0.12346570397111914,0.66666666666,1.0,1.0,1
794,16,467,15,402,14,267,0,0.0,1,0.0021413276231263384,0,0.0,0,0.0,1,0.06666666666666667,10,0.024875621890547265,0,0.0,2,0.005115089514066497,23,0.08614232209737828,0.0,0,0,19,0,0,65,0.16169154228855723,0.0,0.0,0.0,0
795,12,283,12,246,11,176,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.08130081300813008,0,0.0,0,0.0,18,0.10227272727272728,0.13636363636363635,0,0,13,0,0,55,0.22357723577235772,0.3333333333,0.3333333333,0.3333333333,0
796,9,200,8,179,8,116,0,0.0,2,0.01,0,0.0,0,0.0,0,0.0,4,0.0223463687150838,0,0.0,0,0.0,5,0.04310344827586207,0.0,0,0,12,0,0,30,0.16759776536312848,0.26666666664,0.3333333333,0.3333333333,0
797,7,544,7,494,7,301,0,0.0,0,0.0,0,0.0,1,0.001838235294117647,0,0.0,2,0.004048582995951417,0,0.0,3,0.006224066390041493,17,0.05647840531561462,0.35,0,0,15,0,0,70,0.1417004048582996,0.59999999996,0.6666666666,0.6666666666,1
798,8,80,8,69,7,44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.028985507246376812,0,0.0,0,0.0,2,0.045454545454545456,0.3181818181818182,0,0,18,0,0,6,0.08695652173913043,0.33333333332,0.0,0.0,0
799,8,21,8,19,6,8,0,0.0,0,0.0,0,0.0,1,0.047619047619047616,0,0.0,0,0.0,0,0.0,0,0.0,4,0.5,-0.5,0,0,11,0,0,1,0.05263157894736842,0.59999999998,0.6666666666,1.0,1
800,10,282,10,263,8,171,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,5,0.019011406844106463,0,0.0,0,0.0,2,0.011695906432748537,0.0,0,0,14,0,0,50,0.19011406844106463,0.06666666666,0.0,0.0,0
801,10,284,10,249,9,154,0,0.0,2,0.007042253521126761,0,0.0,1,0.0035211267605633804,0,0.0,4,0.01606425702811245,0,0.0,3,0.012295081967213115,12,0.07792207792207792,0.5,0,0,14,0,0,35,0.14056224899598393,0.59999999998,0.6666666666,1.0,1
802,15,372,15,335,15,230,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.029850746268656716,0,0.0,0,0.0,11,0.04782608695652174,-0.125,0,0,11,0,0,75,0.22388059701492538,0.0,0.0,0.0,0
803,27,1231,23,1083,15,634,0,0.0,0,0.0,0,0.0,1,0.0008123476848090983,0,0.0,16,0.014773776546629732,1,0.045454545454545456,13,0.012172284644194757,32,0.050473186119873815,0.375,0,0,17,0,0,86,0.07940904893813482,0.53333333332,0.6666666666,1.0,1
804,11,227,10,195,9,126,0,0.0,0,0.0,0,0.0,1,0.004405286343612335,0,0.0,4,0.020512820512820513,0,0.0,0,0.0,15,0.11904761904761904,0.0,0,0,13,0,0,39,0.2,0.39999999997999997,0.3333333333,0.0,0
805,15,329,14,282,12,184,0,0.0,0,0.0,0,0.0,1,0.00303951367781155,0,0.0,5,0.01773049645390071,0,0.0,4,0.014492753623188406,9,0.04891304347826087,0.0,0,0,15,0,0,62,0.2198581560283688,0.13333333332,0.0,0.0,0
806,15,506,15,456,11,284,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0021929824561403508,0,0.0,3,0.0066815144766146995,35,0.12323943661971831,0.15,0,0,14,0,0,83,0.18201754385964913,0.19999999997999998,0.0,0.0,0
807,8,766,8,678,7,437,0,0.0,1,0.0013054830287206266,0,0.0,0,0.0,0,0.0,12,0.017699115044247787,0,0.0,1,0.0014858841010401188,25,0.057208237986270026,0.0,0,0,17,0,0,87,0.12831858407079647,0.0,0.0,0.0,0
808,4,368,4,312,4,309,0,0.0,0,0.0,0,0.0,1,0.002717391304347826,0,0.0,9,0.028846153846153848,0,0.0,0,0.0,4,0.012944983818770227,0.0,0,0,105,0,0,129,0.41346153846153844,0.5333333333,0.3333333333,0.3333333333,0
809,18,405,15,351,15,226,0,0.0,1,0.0024691358024691358,0,0.0,0,0.0,1,0.06666666666666667,28,0.07977207977207977,0,0.0,6,0.01812688821752266,30,0.13274336283185842,0.43333333333333335,0,0,17,0,0,65,0.18518518518518517,0.2,0.0,0.0,0
810,20,293,20,272,12,184,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,2,0.007352941176470588,0,0.0,0,0.0,23,0.125,0.15,0,0,13,0,0,31,0.11397058823529412,0.0,0.0,0.0,0
811,17,260,15,224,9,151,0,0.0,0,0.0,0,0.0,1,0.0038461538461538464,0,0.0,8,0.03571428571428571,1,0.07142857142857142,4,0.018433179723502304,21,0.1390728476821192,0.4333333333333333,0,0,16,0,0,59,0.26339285714285715,0.13333333332,0.0,0.0,0
812,11,242,11,215,9,142,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.023255813953488372,0,0.0,2,0.009433962264150943,8,0.056338028169014086,0.1,0,0,13,0,0,30,0.13953488372093023,0.06666666666,0.0,0.0,0
813,10,279,9,255,6,162,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.01568627450980392,0,0.0,0,0.0,19,0.11728395061728394,0.0909090909090909,0,0,17,0,0,53,0.20784313725490197,0.0,0.0,0.0,0
814,23,679,22,616,11,368,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0016233766233766235,0,0.0,0,0.0,29,0.07880434782608696,0.05,0,0,13,0,1,37,0.060064935064935064,0.86666666664,1.0,1.0,1
815,11,342,10,296,9,196,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.006756756756756757,0,0.0,2,0.006993006993006993,1,0.00510204081632653,0.0,0,0,15,0,0,61,0.20608108108108109,0.13333333332,0.0,0.0,0
816,12,954,11,736,11,665,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,21,0.028532608695652172,0,0.0,5,0.006858710562414266,6,0.009022556390977444,0.0,0,0,14,0,0,521,0.7078804347826086,0.3333333333,0.3333333333,0.3333333333,0
817,2,353,2,282,2,194,0,0.0,6,0.0169971671388102,0,0.0,1,0.0028328611898017,0,0.0,25,0.08865248226950355,0,0.0,6,0.02197802197802198,0,0.0,0.0,0,0,36,0,0,62,0.2198581560283688,0.0,0.0,0.0,0
818,11,794,9,721,7,455,0,0.0,0,0.0,0,0.0,8,0.010075566750629723,0,0.0,6,0.008321775312066574,0,0.0,0,0.0,14,0.03076923076923077,-0.1875,0,0,14,0,0,76,0.10540915395284327,0.66666666664,0.6666666666,1.0,1
819,19,1974,18,1833,15,1023,0,0.0,0,0.0,0,0.0,2,0.0010131712259371835,1,0.05555555555555555,39,0.02127659574468085,0,0.0,5,0.002901915264074289,53,0.05180840664711633,-0.05,0,0,16,0,0,51,0.027823240589198037,0.86666666664,1.0,1.0,1
820,10,635,9,549,8,357,0,0.0,0,0.0,0,0.0,3,0.004724409448818898,1,0.1111111111111111,3,0.00546448087431694,0,0.0,1,0.0018248175182481751,12,0.03361344537815126,0.0,0,0,13,1,0,105,0.1912568306010929,0.5333333333,0.3333333333,0.3333333333,0
821,11,57,10,54,10,49,0,0.0,0,0.0,1,0.09090909090909091,0,0.0,1,0.1,13,0.24074074074074073,0,0.0,0,0.0,2,0.04081632653061224,0.4,0,0,16,0,0,36,0.6666666666666666,0.53333333332,0.3333333333,0.3333333333,0
822,14,267,13,225,9,147,0,0.0,0,0.0,0,0.0,4,0.0149812734082397,0,0.0,3,0.013333333333333334,0,0.0,2,0.00909090909090909,19,0.1292517006802721,-0.13333333333333333,0,0,15,0,0,46,0.20444444444444446,0.19999999997999998,0.0,0.0,0
823,21,235,18,213,17,132,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1111111111111111,2,0.009389671361502348,0,0.0,0,0.0,14,0.10606060606060606,0.2,0,0,16,0,0,32,0.15023474178403756,0.5333333333,0.6666666666,0.6666666666,1
824,11,138,10,118,8,77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.01694915254237288,1,0.1111111111111111,2,0.017391304347826087,8,0.1038961038961039,0.0,0,0,12,0,0,26,0.22033898305084745,0.13333333332,0.0,0.0,0
825,14,314,14,290,10,167,0,0.0,0,0.0,0,0.0,1,0.0031847133757961785,0,0.0,2,0.006896551724137931,0,0.0,0,0.0,29,0.17365269461077845,0.25,0,0,13,0,0,34,0.11724137931034483,0.26666666666,0.0,0.0,0
826,9,561,9,506,8,298,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.005928853754940711,0,0.0,0,0.0,9,0.030201342281879196,0.0,0,0,14,0,0,78,0.1541501976284585,0.26666666664,0.0,0.0,0
827,9,574,9,523,7,354,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2222222222222222,29,0.055449330783938815,0,0.0,0,0.0,10,0.02824858757062147,0.13636363636363635,0,0,17,0,0,126,0.24091778202676864,0.66666666666,1.0,1.0,1
828,16,2318,15,2077,10,1291,0,0.0,0,0.0,0,0.0,2,0.0008628127696289905,1,0.06666666666666667,22,0.01059220028887819,0,0.0,0,0.0,83,0.06429124709527498,-0.45,0,0,17,0,0,184,0.08858931150698122,0.7333333333,0.6666666666,0.6666666666,1
829,16,1876,14,1683,13,959,0,0.0,0,0.0,0,0.0,4,0.0021321961620469083,0,0.0,46,0.027332144979203804,0,0.0,2,0.0012195121951219512,63,0.06569343065693431,0.04545454545454545,0,0,17,0,0,222,0.1319073083778966,0.13333333332,0.0,0.0,0
830,10,618,9,558,9,424,0,0.0,4,0.006472491909385114,0,0.0,1,0.0016181229773462784,0,0.0,11,0.01971326164874552,0,0.0,1,0.001876172607879925,16,0.03773584905660377,0.13636363636363635,0,0,14,0,0,222,0.3978494623655914,0.0,0.0,0.0,0
831,12,901,11,821,10,477,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.00243605359317905,0,0.0,0,0.0,27,0.05660377358490566,0.0,0,0,19,0,0,57,0.06942752740560293,0.39999999997999997,0.3333333333,0.3333333333,0
832,16,767,15,702,12,436,0,0.0,0,0.0,1,0.0625,0,0.0,0,0.0,4,0.005698005698005698,0,0.0,0,0.0,44,0.10091743119266056,0.0,0,0,18,0,0,121,0.17236467236467237,0.06666666666,0.0,0.0,0
833,12,282,12,256,10,179,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.02734375,0,0.0,0,0.0,5,0.027932960893854747,0.5,0,0,22,0,0,37,0.14453125,0.66666666662,0.6666666666,0.6666666666,1
834,10,315,9,288,8,187,0,0.0,1,0.0031746031746031746,0,0.0,0,0.0,1,0.1111111111111111,5,0.017361111111111112,0,0.0,0,0.0,14,0.0748663101604278,0.0,0,0,14,0,0,61,0.21180555555555555,0.26666666664,0.0,0.0,0
835,16,823,15,724,11,442,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,0.03591160220994475,0,0.0,1,0.001402524544179523,19,0.042986425339366516,0.0,0,0,14,0,0,75,0.10359116022099447,0.06666666666,0.0,0.0,0
836,12,479,11,443,10,294,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.013544018058690745,0,0.0,0,0.0,18,0.061224489795918366,0.0,0,0,13,0,0,40,0.09029345372460497,0.3333333333,0.3333333333,0.3333333333,0
837,23,206,23,189,12,109,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.005291005291005291,0,0.0,0,0.0,15,0.13761467889908258,-0.7,0,0,13,0,0,13,0.06878306878306878,0.06666666666,0.0,0.0,0
838,26,504,25,414,17,296,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,4,0.009732360097323601,10,0.033783783783783786,0.0,0,0,19,0,0,71,0.17149758454106281,0.73333333332,1.0,1.0,1
839,6,46,6,43,5,26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.046511627906976744,0,0.0,0,0.0,2,0.07692307692307693,0.0,0,0,10,0,0,6,0.13953488372093023,0.86666666664,1.0,1.0,1
840,20,1016,18,930,8,567,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.01935483870967742,0,0.0,0,0.0,44,0.07760141093474426,0.25,0,0,14,0,0,111,0.11935483870967742,0.26666666664,0.0,0.0,0
